link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,vehicle_vol_hov2,vehicle_vol_hov3,vehicle_vol_trk,vehicle_vol_com,vehicle_vol_apv,MEU_vol_auto,MEU_vol_hov2,MEU_vol_hov3,MEU_vol_trk,MEU_vol_com,MEU_vol_apv,mode_link_cap_auto,mode_link_cap_hov2,mode_link_cap_hov3,mode_link_cap_trk,mode_link_cap_com,mode_link_cap_apv,mode_DOC_auto,mode_DOC_hov2,mode_DOC_hov3,mode_DOC_trk,mode_DOC_com,mode_DOC_apv,mode_TT_auto,mode_TT_hov2,mode_TT_hov3,mode_TT_trk,mode_TT_com,mode_TT_apv,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
47,47,bpr,41,35,3.000000,1.280430,0.795792,0.734578,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.735,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0996410 33.6479090, -112.0886240 33.6548720)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.735,0.735,0.735,0.735,0.735,0.735,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
48,48,bpr,4,36,2.000000,1.497090,0.930447,1.860895,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.861,48.270,30.000,1.000,0.000,0.000,700.000,1400.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1827040 33.6676370, -112.1688800 33.6606580)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1400.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.861,1.861,1.861,1.861,1.861,1.861,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
49,49,bpr,2,34,3.000000,3.108150,1.931728,1.783133,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.783,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0298670 33.6552980, -112.0633880 33.6550670)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.783,1.783,1.783,1.783,1.783,1.783,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
50,50,bpr,34,35,3.000000,2.340500,1.454630,1.342736,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.343,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0633880 33.6550670, -112.0886300 33.6548930)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.343,1.343,1.343,1.343,1.343,1.343,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
51,51,bpr,35,33,3.000000,2.448910,1.522007,1.404930,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.405,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886300 33.6548930, -112.1150410 33.6546990)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.405,1.405,1.405,1.405,1.405,1.405,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
52,52,bpr,33,32,3.000000,1.988620,1.235935,1.140863,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.141,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1150410 33.6546990, -112.1364880 33.6545630)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.141,1.141,1.141,1.141,1.141,1.141,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
53,53,bpr,32,31,3.000000,2.321790,1.443002,1.332002,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.332,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1364880 33.6545630, -112.1615280 33.6543910)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.332,1.332,1.332,1.332,1.332,1.332,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
54,54,bpr,31,30,3.000000,2.509090,1.559410,1.439455,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.439,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615280 33.6543910, -112.1885880 33.6542040)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.439,1.439,1.439,1.439,1.439,1.439,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
55,55,bpr,30,1,3.000000,2.580120,1.603555,1.480205,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.480,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1885880 33.6542040, -112.2164130 33.6539380)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.480,1.480,1.480,1.480,1.480,1.480,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
56,56,bpr,7,38,1.000000,0.672220,0.417787,0.385650,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,33:1;,0.000,0.000,0.000,,,,0.000,0.386,104.585,65.000,1.000,0.005,0.005,1900.000,1900.000,0.000,0.002,0.002,1.000,1.000,10.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.418,0.006,0.418,0.006,0.000,0.000,"LINESTRING (-112.1203160 33.6680620, -112.1175340 33.6624630)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.005263,0.005263,0.005263,0.005263,0.005263,0.005263,0.386,0.386,0.386,0.386,0.386,0.386,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.005,0.005,0.000,0.000,0.000,0.000,period-based
57,57,bpr,38,7,1.000000,0.672160,0.417750,0.385616,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.386,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1175130 33.6624740, -112.1202960 33.6680720)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386,0.386,0.386,0.386,0.386,0.386,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
58,58,bpr,39,23,1.000000,0.793640,0.493250,0.455308,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,43:1;,0.000,0.000,0.000,,,,0.000,0.455,104.585,65.000,1.000,0.005,0.005,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,10.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.493,0.008,0.493,0.008,0.000,0.000,"LINESTRING (-112.1153650 33.6468360, -112.1173500 33.6398730)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.005263,0.005263,0.005263,0.005263,0.005263,0.005263,0.455,0.455,0.455,0.455,0.455,0.455,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.005,0.005,0.000,0.000,0.000,0.000,period-based
59,59,bpr,23,39,1.000000,0.793660,0.493263,0.455320,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.455,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1173300 33.6398670, -112.1153440 33.6468300)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.455,0.455,0.455,0.455,0.455,0.455,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
60,60,bpr,7,42,1.000000,0.376270,0.233853,0.215865,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.216,104.585,65.000,1.000,0.005,0.005,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,10.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.234,0.004,0.234,0.004,0.000,0.000,"LINESTRING (-112.1202950 33.6680650, -112.1196100 33.6714100)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.005263,0.005263,0.005263,0.005263,0.005263,0.005263,0.216,0.216,0.216,0.216,0.216,0.216,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.005,0.005,0.000,0.000,0.000,0.000,period-based
61,61,bpr,42,7,1.000000,0.376250,0.233841,0.215853,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,38:1;,0.000,0.000,0.000,,,,0.000,0.216,104.585,65.000,1.000,0.005,0.005,1900.000,1900.000,0.000,0.001,0.001,1.000,1.000,10.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.234,0.004,0.234,0.004,0.000,0.000,"LINESTRING (-112.1196330 33.6714140, -112.1203170 33.6680690)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.005263,0.005263,0.005263,0.005263,0.005263,0.005263,0.216,0.216,0.216,0.216,0.216,0.216,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.005,0.005,0.000,0.000,0.000,0.000,period-based
62,62,bpr,23,43,1.000000,0.556880,0.346103,0.319480,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.319,104.585,65.000,1.000,0.005,0.005,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,10.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.346,0.005,0.346,0.005,0.000,0.000,"LINESTRING (-112.1173510 33.6398690, -112.1169600 33.6348570)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.005263,0.005263,0.005263,0.005263,0.005263,0.005263,0.319,0.319,0.319,0.319,0.319,0.319,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.005,0.005,0.000,0.000,0.000,0.000,period-based
