link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,vehicle_vol_hov2,vehicle_vol_hov3,vehicle_vol_trk,vehicle_vol_com,vehicle_vol_apv,MEU_vol_auto,MEU_vol_hov2,MEU_vol_hov3,MEU_vol_trk,MEU_vol_com,MEU_vol_apv,mode_link_cap_auto,mode_link_cap_hov2,mode_link_cap_hov3,mode_link_cap_trk,mode_link_cap_com,mode_link_cap_apv,mode_DOC_auto,mode_DOC_hov2,mode_DOC_hov3,mode_DOC_trk,mode_DOC_com,mode_DOC_apv,mode_TT_auto,mode_TT_hov2,mode_TT_hov3,mode_TT_trk,mode_TT_com,mode_TT_apv,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
63,63,bpr,43,23,1.000000,0.556870,0.346097,0.319474,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,24:1;,0.000,0.000,0.000,,,,0.000,0.319,104.585,65.000,1.000,0.005,0.005,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,10.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.346,0.005,0.346,0.005,0.000,0.000,"LINESTRING (-112.1169370 33.6348590, -112.1173290 33.6398710)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.005263,0.005263,0.005263,0.005263,0.005263,0.005263,0.319,0.319,0.319,0.319,0.319,0.319,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.005,0.005,0.000,0.000,0.000,0.000,period-based
64,64,bpr,11,44,1.000000,3.751730,2.331715,2.152353,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.152,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0461960 33.6685660, -112.0057270 33.6687410)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.152,2.152,2.152,2.152,2.152,2.152,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
65,65,bpr,44,11,1.000000,3.751720,2.331709,2.152347,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.152,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0057270 33.6687640, -112.0461960 33.6685890)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.152,2.152,2.152,2.152,2.152,2.152,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
66,66,bpr,44,45,1.000000,3.895360,2.420982,2.234753,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.235,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0057270 33.6687410, -111.9637300 33.6676120)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.235,2.235,2.235,2.235,2.235,2.235,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
67,67,bpr,45,44,1.000000,3.895370,2.420988,2.234758,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.235,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9637300 33.6676350, -112.0057270 33.6687640)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.235,2.235,2.235,2.235,2.235,2.235,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
68,68,bpr,45,46,1.000000,2.908970,1.807937,1.668865,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.669,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9637320 33.6676120, -111.9328960 33.6627590)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.669,1.669,1.669,1.669,1.669,1.669,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
69,69,bpr,46,45,1.000000,2.908960,1.807930,1.668859,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.669,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9328920 33.6627820, -111.9637280 33.6676350)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.669,1.669,1.669,1.669,1.669,1.669,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
70,70,bpr,2,47,1.000000,2.540600,1.578993,1.457532,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.458,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0298670 33.6552750, -112.0024700 33.6548840)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.458,1.458,1.458,1.458,1.458,1.458,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
71,71,bpr,47,2,1.000000,2.540600,1.578993,1.457532,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.458,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024700 33.6549070, -112.0298670 33.6552980)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.458,1.458,1.458,1.458,1.458,1.458,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
72,72,bpr,47,48,1.000000,3.550400,2.206588,2.036850,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.037,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024700 33.6548840, -111.9642080 33.6536280)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.037,2.037,2.037,2.037,2.037,2.037,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
73,73,bpr,48,47,1.000000,3.550490,2.206644,2.036902,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.037,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9642070 33.6536510, -112.0024700 33.6549070)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.037,2.037,2.037,2.037,2.037,2.037,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
74,74,bpr,48,49,1.000000,3.199560,1.988539,1.835575,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.836,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9642070 33.6536280, -111.9297020 33.6539670)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.836,1.836,1.836,1.836,1.836,1.836,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
75,75,bpr,49,48,1.000000,3.199650,1.988595,1.835627,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.836,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9297020 33.6539900, -111.9642080 33.6536510)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.836,1.836,1.836,1.836,1.836,1.836,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
76,76,bpr,44,47,1.000000,1.565760,0.973126,0.898270,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.898,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0057380 33.6687500, -112.0024800 33.6548930)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.898,0.898,0.898,0.898,0.898,0.898,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
77,77,bpr,47,44,1.000000,1.565740,0.973114,0.898259,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.898,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024600 33.6548970, -112.0057170 33.6687540)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.898,0.898,0.898,0.898,0.898,0.898,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
78,78,bpr,47,50,1.000000,1.741490,1.082343,0.999086,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.999,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0024810 33.6548950, -112.0018380 33.6391970)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999,0.999,0.999,0.999,0.999,0.999,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
79,79,bpr,50,47,1.000000,1.741490,1.082343,0.999086,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.999,104.585,65.000,1.000,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0018150 33.6391970, -112.0024590 33.6548950)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1900.000,2000.000,2000.000,2000.000,2000.000,2000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999,0.999,0.999,0.999,0.999,0.999,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
