link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,lanes_p1_s0_hov2,lanes_p1_s0_hov3,lanes_p1_s0_trk,lanes_p1_s0_com,lanes_p1_s0_apv,VOL_p1_s0_auto,VOL_p1_s0_hov2,VOL_p1_s0_hov3,VOL_p1_s0_trk,VOL_p1_s0_com,VOL_p1_s0_apv,MEU_p1_s0_auto,MEU_p1_s0_hov2,MEU_p1_s0_hov3,MEU_p1_s0_trk,MEU_p1_s0_com,MEU_p1_s0_apv,CAP_p1_s0_auto,CAP_p1_s0_hov2,CAP_p1_s0_hov3,CAP_p1_s0_trk,CAP_p1_s0_com,CAP_p1_s0_apv,PEN_p1_s0_auto,PEN_p1_s0_hov2,PEN_p1_s0_hov3,PEN_p1_s0_trk,PEN_p1_s0_com,PEN_p1_s0_apv,DOC_p1_s0_auto,DOC_p1_s0_hov2,DOC_p1_s0_hov3,DOC_p1_s0_trk,DOC_p1_s0_com,DOC_p1_s0_apv,TT_p1_s0_auto,TT_p1_s0_hov2,TT_p1_s0_hov3,TT_p1_s0_trk,TT_p1_s0_com,TT_p1_s0_apv,CO2_p1_s0_auto,CO2_p1_s0_hov2,CO2_p1_s0_hov3,CO2_p1_s0_trk,CO2_p1_s0_com,CO2_p1_s0_apv,NOX_p1_s0_auto,NOX_p1_s0_hov2,NOX_p1_s0_hov3,NOX_p1_s0_trk,NOX_p1_s0_com,NOX_p1_s0_apv,VOL_am_2025_auto,MEU_am_2025_auto,CAP_am_2025_auto,PEN_am_2025_auto,DOC_am_2025_auto,TT_am_2025_auto,CO2_am_2025_auto,NOX_am_2025_auto,VOL_am_2025_hov2,MEU_am_2025_hov2,CAP_am_2025_hov2,PEN_am_2025_hov2,DOC_am_2025_hov2,TT_am_2025_hov2,CO2_am_2025_hov2,NOX_am_2025_hov2,VOL_am_2025_hov3,MEU_am_2025_hov3,CAP_am_2025_hov3,PEN_am_2025_hov3,DOC_am_2025_hov3,TT_am_2025_hov3,CO2_am_2025_hov3,NOX_am_2025_hov3,VOL_am_2025_trk,MEU_am_2025_trk,CAP_am_2025_trk,PEN_am_2025_trk,DOC_am_2025_trk,TT_am_2025_trk,CO2_am_2025_trk,NOX_am_2025_trk,VOL_am_2025_com,MEU_am_2025_com,CAP_am_2025_com,PEN_am_2025_com,DOC_am_2025_com,TT_am_2025_com,CO2_am_2025_com,NOX_am_2025_com,VOL_am_2025_apv,MEU_am_2025_apv,CAP_am_2025_apv,PEN_am_2025_apv,DOC_am_2025_apv,TT_am_2025_apv,CO2_am_2025_apv,NOX_am_2025_apv,
38,38,motorway,31,37,"LINESTRING (-112.1615350 33.6543880, -112.1687240 33.6481020)",0.964400,0.599378,0.553272,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,
39,39,motorway,37,31,"LINESTRING (-112.1687100 33.6480850, -112.1615210 33.6543710)",0.964400,0.599378,0.553272,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.553,0.000,0.000,
40,40,motorway,38,33,"LINESTRING (-112.1175340 33.6624650, -112.1150510 33.6546850)",0.892780,0.554866,0.512184,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5700.000,0.000,0.0018,0.512,0.177,0.000,0.0,0.0,6000.000,0.000,0.0018,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.512,0.000,0.000,
41,41,motorway,33,38,"LINESTRING (-112.1150300 33.6546910, -112.1175130 33.6624720)",0.892880,0.554929,0.512242,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.512,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.512,0.000,0.000,
42,42,motorway,33,39,"LINESTRING (-112.1150520 33.6546880, -112.1153660 33.6468330)",0.871390,0.541572,0.499913,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5700.000,0.000,0.0018,0.500,0.173,0.000,0.0,0.0,6000.000,0.000,0.0018,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0018,0.500,0.000,0.000,
43,43,motorway,39,33,"LINESTRING (-112.1153430 33.6468330, -112.1150290 33.6546880)",0.871390,0.541572,0.499913,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.500,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.500,0.000,0.000,
44,44,motorway,40,35,"LINESTRING (-112.0943640 33.6604190, -112.0886370 33.6548730)",0.812430,0.504929,0.466088,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,
45,45,motorway,35,40,"LINESTRING (-112.0886230 33.6548900, -112.0943490 33.6604350)",0.812290,0.504842,0.466008,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.466,0.000,0.000,
46,46,motorway,35,41,"LINESTRING (-112.0886360 33.6548910, -112.0996530 33.6479270)",1.280510,0.795842,0.734624,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,
47,47,motorway,41,35,"LINESTRING (-112.0996410 33.6479090, -112.0886240 33.6548720)",1.280430,0.795792,0.734578,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,0.735,0.000,0.000,
48,48,motorway,4,36,"LINESTRING (-112.1827040 33.6676370, -112.1688800 33.6606580)",1.497090,0.930447,1.860895,48.270000,-11.730000,700.000000,-1300.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,48.3,700.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9,1.9,1.9,1.9,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.000,0.000,0.0000,1.861,0.000,0.000,0.0,0.0,4000.000,0.000,0.0000,1.861,0.000,0.000,0.0,0.0,4000.000,0.000,0.0000,1.861,0.000,0.000,0.0,0.0,4000.000,0.000,0.0000,1.861,0.000,0.000,0.0,0.0,4000.000,0.000,0.0000,1.861,0.000,0.000,0.0,0.0,4000.000,0.000,0.0000,1.861,0.000,0.000,
49,49,motorway,2,34,"LINESTRING (-112.0298670 33.6552980, -112.0633880 33.6550670)",3.108150,1.931728,1.783133,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,1.783,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.783,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.783,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.783,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.783,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.783,0.000,0.000,
50,50,motorway,34,35,"LINESTRING (-112.0633880 33.6550670, -112.0886300 33.6548930)",2.340500,1.454630,1.342736,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,1.343,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.343,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.343,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.343,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.343,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.343,0.000,0.000,
51,51,motorway,35,33,"LINESTRING (-112.0886300 33.6548930, -112.1150410 33.6546990)",2.448910,1.522007,1.404930,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,1.405,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.405,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.405,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.405,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.405,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.405,0.000,0.000,
52,52,motorway,33,32,"LINESTRING (-112.1150410 33.6546990, -112.1364880 33.6545630)",1.988620,1.235935,1.140863,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,1.141,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.141,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.141,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.141,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.141,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.141,0.000,0.000,
53,53,motorway,32,31,"LINESTRING (-112.1364880 33.6545630, -112.1615280 33.6543910)",2.321790,1.443002,1.332002,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3,1.3,1.3,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,1.332,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.332,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.332,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.332,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.332,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.332,0.000,0.000,
54,54,motorway,31,30,"LINESTRING (-112.1615280 33.6543910, -112.1885880 33.6542040)",2.509090,1.559410,1.439455,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,1.439,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.439,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.439,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.439,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.439,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.439,0.000,0.000,
55,55,motorway,30,1,"LINESTRING (-112.1885880 33.6542040, -112.2164130 33.6539380)",2.580120,1.603555,1.480205,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,104.6,1900.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.0000,1.480,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.480,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.480,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.480,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.480,0.000,0.000,0.0,0.0,6000.000,0.000,0.0000,1.480,0.000,0.000,
56,56,motorway,7,38,"LINESTRING (-112.1203160 33.6680620, -112.1175340 33.6624630)",0.672220,0.417787,0.385650,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.4,0.4,0.4,0.4,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1900.000,0.000,0.0053,0.386,0.134,0.000,0.0,0.0,2000.000,0.000,0.0053,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.386,0.000,0.000,
57,57,motorway,38,7,"LINESTRING (-112.1175130 33.6624740, -112.1202960 33.6680720)",0.672160,0.417750,0.385616,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.386,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.386,0.000,0.000,
58,58,motorway,39,23,"LINESTRING (-112.1153650 33.6468360, -112.1173500 33.6398730)",0.793640,0.493250,0.455308,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1900.000,0.000,0.0053,0.455,0.158,0.000,0.0,0.0,2000.000,0.000,0.0053,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.455,0.000,0.000,
