link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,lanes_p1_s0_hov2,lanes_p1_s0_hov3,lanes_p1_s0_trk,lanes_p1_s0_com,lanes_p1_s0_apv,VOL_p1_s0_auto,VOL_p1_s0_hov2,VOL_p1_s0_hov3,VOL_p1_s0_trk,VOL_p1_s0_com,VOL_p1_s0_apv,MEU_p1_s0_auto,MEU_p1_s0_hov2,MEU_p1_s0_hov3,MEU_p1_s0_trk,MEU_p1_s0_com,MEU_p1_s0_apv,CAP_p1_s0_auto,CAP_p1_s0_hov2,CAP_p1_s0_hov3,CAP_p1_s0_trk,CAP_p1_s0_com,CAP_p1_s0_apv,PEN_p1_s0_auto,PEN_p1_s0_hov2,PEN_p1_s0_hov3,PEN_p1_s0_trk,PEN_p1_s0_com,PEN_p1_s0_apv,DOC_p1_s0_auto,DOC_p1_s0_hov2,DOC_p1_s0_hov3,DOC_p1_s0_trk,DOC_p1_s0_com,DOC_p1_s0_apv,TT_p1_s0_auto,TT_p1_s0_hov2,TT_p1_s0_hov3,TT_p1_s0_trk,TT_p1_s0_com,TT_p1_s0_apv,CO2_p1_s0_auto,CO2_p1_s0_hov2,CO2_p1_s0_hov3,CO2_p1_s0_trk,CO2_p1_s0_com,CO2_p1_s0_apv,NOX_p1_s0_auto,NOX_p1_s0_hov2,NOX_p1_s0_hov3,NOX_p1_s0_trk,NOX_p1_s0_com,NOX_p1_s0_apv,VOL_am_2025_auto,MEU_am_2025_auto,CAP_am_2025_auto,PEN_am_2025_auto,DOC_am_2025_auto,TT_am_2025_auto,CO2_am_2025_auto,NOX_am_2025_auto,VOL_am_2025_hov2,MEU_am_2025_hov2,CAP_am_2025_hov2,PEN_am_2025_hov2,DOC_am_2025_hov2,TT_am_2025_hov2,CO2_am_2025_hov2,NOX_am_2025_hov2,VOL_am_2025_hov3,MEU_am_2025_hov3,CAP_am_2025_hov3,PEN_am_2025_hov3,DOC_am_2025_hov3,TT_am_2025_hov3,CO2_am_2025_hov3,NOX_am_2025_hov3,VOL_am_2025_trk,MEU_am_2025_trk,CAP_am_2025_trk,PEN_am_2025_trk,DOC_am_2025_trk,TT_am_2025_trk,CO2_am_2025_trk,NOX_am_2025_trk,VOL_am_2025_com,MEU_am_2025_com,CAP_am_2025_com,PEN_am_2025_com,DOC_am_2025_com,TT_am_2025_com,CO2_am_2025_com,NOX_am_2025_com,VOL_am_2025_apv,MEU_am_2025_apv,CAP_am_2025_apv,PEN_am_2025_apv,DOC_am_2025_apv,TT_am_2025_apv,CO2_am_2025_apv,NOX_am_2025_apv,
59,59,motorway,23,39,"LINESTRING (-112.1173300 33.6398670, -112.1153440 33.6468300)",0.793660,0.493263,0.455320,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.455,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.455,0.000,0.000,
60,60,motorway,7,42,"LINESTRING (-112.1202950 33.6680650, -112.1196100 33.6714100)",0.376270,0.233853,0.215865,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1900.000,0.000,0.0053,0.216,0.075,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,
61,61,motorway,42,7,"LINESTRING (-112.1196330 33.6714140, -112.1203170 33.6680690)",0.376250,0.233841,0.215853,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1900.000,0.000,0.0053,0.216,0.075,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.216,0.000,0.000,
62,62,motorway,23,43,"LINESTRING (-112.1173510 33.6398690, -112.1169600 33.6348570)",0.556880,0.346103,0.319480,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1900.000,0.000,0.0053,0.319,0.111,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,
63,63,motorway,43,23,"LINESTRING (-112.1169370 33.6348590, -112.1173290 33.6398710)",0.556870,0.346097,0.319474,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1900.000,0.000,0.0053,0.319,0.111,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,0.0,0.0,2000.000,0.000,0.0053,0.319,0.000,0.000,
64,64,motorway,11,44,"LINESTRING (-112.0461960 33.6685660, -112.0057270 33.6687410)",3.751730,2.331715,2.152353,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,
65,65,motorway,44,11,"LINESTRING (-112.0057270 33.6687640, -112.0461960 33.6685890)",3.751720,2.331709,2.152347,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.152,0.000,0.000,
66,66,motorway,44,45,"LINESTRING (-112.0057270 33.6687410, -111.9637300 33.6676120)",3.895360,2.420982,2.234753,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,
67,67,motorway,45,44,"LINESTRING (-111.9637300 33.6676350, -112.0057270 33.6687640)",3.895370,2.420988,2.234758,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.235,0.000,0.000,
68,68,motorway,45,46,"LINESTRING (-111.9637320 33.6676120, -111.9328960 33.6627590)",2.908970,1.807937,1.668865,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7,1.7,1.7,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,
69,69,motorway,46,45,"LINESTRING (-111.9328920 33.6627820, -111.9637280 33.6676350)",2.908960,1.807930,1.668859,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7,1.7,1.7,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.669,0.000,0.000,
70,70,motorway,2,47,"LINESTRING (-112.0298670 33.6552750, -112.0024700 33.6548840)",2.540600,1.578993,1.457532,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,
71,71,motorway,47,2,"LINESTRING (-112.0024700 33.6549070, -112.0298670 33.6552980)",2.540600,1.578993,1.457532,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.458,0.000,0.000,
72,72,motorway,47,48,"LINESTRING (-112.0024700 33.6548840, -111.9642080 33.6536280)",3.550400,2.206588,2.036850,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,
73,73,motorway,48,47,"LINESTRING (-111.9642070 33.6536510, -112.0024700 33.6549070)",3.550490,2.206644,2.036902,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,2.037,0.000,0.000,
74,74,motorway,48,49,"LINESTRING (-111.9642070 33.6536280, -111.9297020 33.6539670)",3.199560,1.988539,1.835575,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,
75,75,motorway,49,48,"LINESTRING (-111.9297020 33.6539900, -111.9642080 33.6536510)",3.199650,1.988595,1.835627,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,1.836,0.000,0.000,
76,76,motorway,44,47,"LINESTRING (-112.0057380 33.6687500, -112.0024800 33.6548930)",1.565760,0.973126,0.898270,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,
77,77,motorway,47,44,"LINESTRING (-112.0024600 33.6548970, -112.0057170 33.6687540)",1.565740,0.973114,0.898259,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.898,0.000,0.000,
78,78,motorway,47,50,"LINESTRING (-112.0024810 33.6548950, -112.0018380 33.6391970)",1.741490,1.082343,0.999086,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,
79,79,motorway,50,47,"LINESTRING (-112.0018150 33.6391970, -112.0024590 33.6548950)",1.741490,1.082343,0.999086,104.585000,44.585000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,104.6,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,0.999,0.000,0.000,
